asserted,ә'sә:tid,1,a. 声称的；宣称的
passage,'pæsidʒ,1,"n. 通道, 通过, 移居, 航行, 一段, 走廊\nvi. 通过, 经过, 航行, 横渡, 争吵\nvt. (使)马以斜横步前进, 使传代"
cornices,ˈkɔ:nisiz,1,n. 檐口( cornice的名词复数 )
mayflower,'mei.flauә,1,n. 五月开花的草木
kindled,ˈkɪndld,1,"v. （使某物）燃烧, 着火( kindle的过去式和过去分词 ); 激起（感情等）; 发亮, 放光"
gauging,'^eidʒiŋ,1,"测量[试], 测定, 计量"
trappings,'træpiŋz,1,"n. 马饰, 服饰, 礼服, 装饰品, 外部标志"
rarely,'rєәli,1,"adv. 很少地, 罕有地"
commerce,'kɒmә:s,1,"n. 商业, 商务, 贸易\n[经] 商业, 贸易, 商务"
aloft,ә'lɒft,1,"adv. 在高处, 在上"
behooves,biˈhəuvz,1,"n. 利益, 好处( behoof的名词复数 )\nv. 适宜( behoove的第三人称单数 )"
withdrawn,wið'drɔ:n,1,withdraw的过去分词
claim,kleim,1,"n. 要求, 要求权, 断言, 权利\nvt. 要求, 认领, 主张\nvi. 提出要求, 主张, 断言"
contracting,'kɔntræktiŋ,1,"[法] 缔约的, 承包的"
fanciful,'fænsiful,1,"a. 奇怪的, 稀奇的, 想像的"
hardship,'hɑ:dʃip,1,"n. 艰难, 辛苦, 苦难\n[法] 受苦, 吃苦, 苦难"
thence,ðens,1,"adv. 从那时起, 从那时以后, 从那里起, 由此, 因此"
sign,sain,1,"n. 符号, 招牌, 征兆, 正负号, 手势\nvt. 签名, 打手势表达\nvi. 签名\n[计] 正负号; 符号; 符号字符"
thawing,'θɔ:iŋ,1,[化] 融化
luxuriously,,1,adv. 豪华地；奢侈地
ornamental,.ɒ:nә'mentl,1,"n. 装饰物, 观赏植物\na. 装饰性的, 装饰的, 观赏用的"
minerva,,1,
neglected,ni'^lektid,1,"a. 被忽视的, 未被好好照管的\n[法] 未被好好照管的, 被忽视的"
gilt-framed,,1,
mountain-tops,,1,(mountain-top 的复数) 山顶\n山峰
trivial,'tiviәl,1,"a. 琐碎的, 不重要的, 轻微的, 平常的"
cares,,1,（等于Central Advisory Referral Service）中心咨询服务
tiles,,1,n. 瓷砖（tile的复数形式）
scientific,.saiәn'tifik,1,"a. 科学的, 系统的, 符合科学规律的\n[计] 科学记数法"
denying,diˈnaiŋ,1,v. 拒绝( deny的现在分词 ); 拒绝承认; 拒绝…占有; 否认知情
ninety,'nainti,1,"num. 九十, 九十个"
buys,baiz,1,"v. 购买, 购得( buy的第三人称单数 ); 做出牺牲以获得; 够支付; 买通"
slop-shop,,1,
firmament,'fә:mәmәnt,1,"n. 天空, 苍天"
speed,spi:d,1,"n. 速率, 速度, 迅速\nvi. 加速, 超速, 快进\nvt. 快速传送, 促进, 使加速\n[计] 中央处理机速度设置程序"
intellectualness,,1,n. intellectual的变形
populous,'pɒpjulәs,1,"a. 人口多的, 人口稠密的"
myriads,'mɪrɪədz,1,"n. 无数, 极大数量( myriad的复数形式 )"
highways,,1,n. 公路；高速公路（highway的复数）
defect,di'fekt,1,"n. 缺点\n[医] 缺损, 缺陷"
childish,'tʃaildiʃ,1,"a. 天真的, 孩子气的"
dispose,dis'pәuz,1,"vt. 处理, 排列, 布置\nvi. 处置"
78,,1," seventy-eight"
watching,'wɔtʃiŋ,1,"vt. 观看, 守望；监视, 注意（watch现在分词）"
youths,,1,"年轻, 青年时代, 青年们, 青春"
consumed,,1,a. 充满的；对…著迷的
sunny,'sʌni,1,"a. 阳光充足的, 乐观的, 快乐的, 像太阳的"
event,i'vent,1,"n. 事件, 结果, 事情的进程, 竞赛项目\n[计] 事件"
clue,klu:,1,"n. 线索, 暗示\nvt. 暗示, 提供线索"
entire,in'taiә,1,"n. 整个, 全部\na. 全体的, 完全的, 全部的"
herd,hә:d,1,"n. 兽群, 人群, 牧人\nvt. 群集, 使成群, 放牧\nvi. 聚在一起"
aforethought,ә'fɒ:θɒ:t,1,"a. 预谋的, 故意的\nn. 预谋"
absence,'æbsәns,1,"n. 缺席, 缺乏, 没有\n[医] 失神"
prayers,,1,n. 祈祷；祝福；祷告者；恳求者（prayer的复数）
whence,(h)wens,1,"adv. 从何处, 出于什么原因, 从哪个\nn. 来处, 根源"
size,saiz,1,"n. 大小, 尺寸, 规模, 尺码, 能力, 浆料\nvt. 上浆, 依大小排列\nvi. 可比拟\na. 一定大小的, 一定尺寸的"
dobson,,1,
say-,seɪ,1,vt. 讲；说明；例如；声称；假设；指明\nvi. 讲；表示；念；假定；背诵\n\nn. (Say)人名；(土)萨伊；(法、老、柬)赛；(英)塞伊；(匈、罗)绍伊
forces,,1,n. 势力；兵力；武装力量（force的复数形式）
returning,,1,"v. 归还, 返回, 回复（return的ing形式）"
azads,,1,
02,,1,
serene,si'ri:n,1,"a. 宁静的, 沉着的, 安详的, 晴朗的\nn. 晴朗, 平静"
threading,'θrediŋ,1,[计] 穿线\n[化] 车螺纹
underwriter,'ʌndә.raitә,1,"n. 保险业者, 证券包销者\n[法] 承保人, 保险人, 保险商"
fire-,,1,
accomplish,ә'kʌmpliʃ,1,"vt. 完成, 达到, 实现, 使完美"
pronounce,prә'nauns,1,"v. 发音, 宣告, 断言"
stain,stein,1,"n. 污染, 污点, 着色剂\nvt. 沾染, 染污, 着色\nvi. 变脏"
surfaces,,1,n. 表面；曲面（surface的复数）
venture,'ventʃә,1,"n. 冒险, 风险\nvt. 敢于, 冒...的危险\nvi. 冒险"
strike,straik,1,"n. 罢工, 打击, 殴打\nvt. 打, 撞击, 冲击, 侵袭, 取消, 结算, 打掉, 罢工, 刺透, 使生根, 遇见\nvi. 打, 打击, 抓, 罢工, 搏动, 触礁, 敲, 响, 穿透, 打动"
divans,dɪˈvænz,1,n. （可作床用的）矮沙发( divan的复数形式 ); （波斯或其他东方诗人的）诗集
dilating,daɪˈleɪtɪŋ,1,"v. （使某物）扩大, 膨胀, 张大( dilate的现在分词 )"
cheaply,'tʃipli,1,adv. 便宜地
jumped,,1,v. 跳跃（jump的过去分词）
1650,,1,
repair,ri'pєә,1,"n. 修理, 补救, 修复\nvt. 修理, 修补, 补救, 恢复, 补偿\nvi. 修理, 修补, 补救, 恢复, 去, 常去, 集合"
sky,skai,1,"n. 天空, 天色, 天堂\nvt. 击向空中, 挂在高处\nvi. 高涨"
scurvy,'skә:vi,1,"a. 下流的, 卑鄙的, 无礼的\nn. 坏血病"
warm-,,1,
admetus,,1,
mathematical,.mæθә'mætikl,1,"a. 数学的, 精确的\n[机] 数学上的"
adopt,ә'dɒpt,1,"vt. 采用, 正式通过, 收养, 接受\n[医] 采取"
civilization-,,1,
grecian,,1,
million,'miljәn,1,"n. 百万, 无数\nnum. 百万"
rare,rєә,1,"a. 稀罕的, 罕有的, 珍奇的, 稀薄的, 半熟的, 非常好的\nadv. 非常"
estate,i'steit,1,"n. 不动产, (人生的)阶段, 阶层, 财产\n[经] 房地产, 遗产, 财产"
seeming,'si:miŋ,1,a. 表面上的\nn. 外观
something-,,1,
holding,'hәuldiŋ,1,"n. 把持, 支持, 保持\n[法] 租借地, 占有物, 拥有的财产"
basket,'bɑ:skit,1,"n. 篮, 篮子\nvt. 装入篮"
without-,,1,
servile,'sә:vail,1,"a. 奴隶的, 奴性的, 卑屈的"
indulge,in'dʌldʒ,1,"vt. 纵情于, 使高兴, 放任, 迁就\nvi. 沉溺"
seventy-five,,1,"num. 七十五\nn. 七十五, 七十五毫米口径大炮"
packed,,1,"a. 充满...的, 满座的, 挤得满满的, 压坚实的, 塞满了...的, 挤满了人的, 拥挤的\n[计] 压缩的, 装配的"
artistic,ɑ:'tistik,1,"a. 艺术的, 艺术家的, 富有艺术性的"
strives,straivz,1,"n. 争吵, 斗争, 冲突( strife的名词复数 )\nv. 努力奋斗, 力求( strive的第三人称单数 )"
magnificence,mæg'nifisns,1,"n. 富丽堂皇, 华丽, 宏大"
oak,әuk,1,"n. 橡树, 橡木\na. 橡木制的"
consisted,kənˈsistid,1,v. 由…组成( consist的过去式和过去分词 ); 包括; 存在于; 表现为（常与 in 连用）
celebrate,'selibreit,1,"v. 庆祝, 祝贺, 举行"
completeness,kәm'pli:tnis,1,n. 完全\n[经] 完整性
frozen,'frәuzn,1,"a. 冻结的, 冰冷的, 严寒的, 冻伤的, 冷酷的\nfreeze的过去分词"
patrick,'pætrik,1,n. 帕特里克（男子名）
instinct,'instiŋkt,1,"n. 本能, 直觉\na. 充满着的"
joy,dʒɒi,1,"n. 欢喜, 乐事, 高兴\nvt. 使快乐, 令人高兴\nvi. 欢喜"
bison,'baisәn,1,n. 野牛
comparison,kәm'pærisn,1,"n. 比较, 对照, 比喻\n[经] 比较, 对比"
elevation,.eli'veiʃәn,1,"n. 海拔, 提高, 仰角\n[计] 仰角"
orbit,'ɒ:bit,1,"n. 轨道, 常轨, 眼眶\nvt. 绕...轨道而行\nvi. 进入轨道, 盘旋"
hurled,hə:ld,1,"v. 猛投, 用力掷( hurl的过去式和过去分词 ); 大声叫骂"
objections,,1,"n. 反对意见；反对, 异议（objection的复数形式）"
confine,kәn'fain,1,"vt. 限制, 使不外出, 禁闭\nvi. 邻接, 交界\nn. 边缘, 范围, 区域"
refined,ri'faind,1,"a. 精炼的, 优雅的, 精细的\n[医] 精制过的, 精练过的"
trespass,'trespәs,1,"n. 擅自进入, 非法侵入, 侵害\nvi. 侵害, 侵入, 打扰, 冒犯"
insured,in'ʃuәd,1,n. 被保险人
warped,wɔ:pt,1,"a. 反常的; 乖戾的; （变）弯曲的; 变形的\nv. 弄弯, 变歪( warp的过去式和过去分词 ); 使（行为等）不合情理, 使乖戾, "
communicable,kә'mju:nikәbl,1,"a. 可传达的, 会传染的, 爱说话的\n[医] 有传染性的"
ash,æʃ,1,"n. 灰, 灰烬\n[化] 灰分"
echoes,ˈekəuz,1,"n. 回声, 共鸣( echo的名词复数 ); （言语、作风、思想等的）重复; 重复者; [无线电]回波\nv. 重复, 随声附和( echo的第三人称单数 ); 类似; 发射（声音等）; 发出回声"
forks,fɔ:ks,1,n. 叉（挖掘用的园艺工具）( fork的名词复数 ); 餐叉; 叉状物; （自行车或摩托车的）车叉子
mr,,1,
understandingly,ˌʌndəˈstændɪŋlɪ,1,adv. 领悟地
yield,ji:ld,1,"n. 生产量, 投资收益\nvt. 出产, 给予, 让出, 放弃, 使屈服\nvi. 出产, 屈服, 投降, 倒塌"
mucclasse,,1,
hindoo,,1,
distinction,dis'tiŋkʃәn,1,n. 区别
eclat,,1,"n. 大成功, 喝采"
colder,,1,"a. 更冷的, 越来越冷的（cold的比较级）"
linen,'linin,1,"n. 亚麻布, 亚麻线, 亚麻制品\na. 亚麻布制的, 亚麻的"
wheaten,'hwi:tn,1,"a. 小麦的, 小麦制成的"
mess,mes,1,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境\nvt. 将...弄糟, 妨碍, 使紊乱, 使就餐\nvi. 陷入困境, 搞乱, 用膳"
gasping,'gæspiŋ,1,"a. 痉挛的, 阵发性的"
profess,prә'fes,1,"vt. 声称, 以...为业, 伪称, 讲授\nvi. 表白, 承认, 当教授"
midst,midst,1,n. 中间\nprep. 在...中间
classes,,1,"n. 级别, 阶级（class复数形式）"
fitness,'fitnis,1,"n. 适合, 合宜, 合理, 恰当, 健康\n[医] 适合性, 适应性"
blindly,'blaindli,1,"adv. 轻率地, 盲目地"
peg,peg,1,"n. 钉, 桩, 栓, 藉口, 销子, 借口\nvt. 钉木钉, 固定, 限制, 使受约束\nvi. 坚持不懈地奋力于, 疾行"
mouth,mauθ,1,"n. 嘴, 口, 口腔, 口状物\nvi. 装腔作势说话, 做鬼脸\nvt. 说出, 做作地说"
endeavoring,enˈdevərɪŋ,1,"v. 尝试, 试图( endeavor的现在分词 )"
steady,'stedi,1,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的\nvt. 使稳定, 使坚定\nvi. 变为沉着, 稳固"
liebig,,1,
tobacco-chewers,,1,
inhabitant,in'hæbitәnt,1,"n. 居民, 居住者\n[医] 居民"
fade,feid,1,"vi. 褪色, 消失, 凋谢\nvt. 使褪色\nn. 淡入, 淡出\na. 平淡的"
squire,skwaiә,1,"n. 乡绅, 大地主, 治安官\nvt. 随侍, 护卫\nvi. 当乡绅"
instructor,in'strʌktә,1,"n. 教员, 讲师\n[法] 指导者, 教员, 讲师"
mortgaged,ˈmɔ:ɡidʒd,1,v. 抵押( mortgage的过去式和过去分词 )
cackling,ˈkækəlɪŋ,1,"v. 发出咯咯声( cackle的现在分词 ); 饶舌, 叽叽呱呱地讲; 格格笑着表示"
shells,,1,n. 贝壳（shell的复数）
destruction,di'strʌkʃәn,1,"n. 破坏, 毁灭\n[医] 破坏"
ranging,'reindʒiŋ,1,"n. 距离修正, 广泛搜索"
sweeping,'swi:piŋ,1,"n. 扫除, 垃圾\na. 扫荡的, 彻底的, 广泛的"
balls,,1,n. 胡说八道
drawing-room,,1,"n. 客厅, 休息室"
crudity,'kru:diti,1,"n. 简陋, 粗糙, 不成熟状态"
undusted,,1,
objects,,1,n. 目标；物体（object的复数）
thinner,'θinә,1,n. 稀释剂\n[化] 稀释剂
belong,bi'lɒŋ,1,"vi. 属于, 合适"
respite,'respait,1,"n. 暂缓, 缓期执行\nvt. 使暂缓"
night-clothes,,1,
secrets,,1,n. 秘密；隐私（secret的复数）
egg,eg,1,"n. 蛋, 卵\nvt. 挑唆, 煽动, 调蛋黄"
straightway,'streitwei,1,"adv. 直接地, 立刻地\na. 直线行进的, 顺序直叙的, 直通的"
inveterate,in'vetәrit,1,"a. 根深的, 成癖的, 积习的\n[医] 慢性顽固性的, 绵延难治的"
diameter,dai'æmitә,1,"n. 直径\n[医] 直经, 径"
enterprised,,1,
exacting,ig'zæktiŋ,1,"a. 苛求的, 吃力的"
relations,,1,"n. 交往, 关系, 事务"
spaded,speɪd,1,"n. 铁锹, 铲子\nvt. 铲；把……弄实抹平\nvi. 铲\nn. (Spade)人名；(英)斯佩德；(法)斯帕德"
sneaks,sni:ks,1,abbr. sneakers (tennis shoes) 胶底运动鞋（网球鞋）\nv. 潜行( sneak的第三人称单数 ); 偷偷溜走; （儿童向成人）打小报告; 告状
tolerable,'tɒlәrәbl,1,"a. 可容忍的, 可以的"
temporal,'tempәrәl,1,"a. 时间的, 暂时的, 现世的, 世俗的, 颞的, 太阳穴的\nn. 世间万物, 教会财产"
break,breik,1,"n. 休息, 中断, 破裂处, 绝交, 破晓, 突变\nvt. 打破, 弄破, 弄坏, 破坏, 违反, 打断, 削弱, 放弃\nvi. 破碎, 决裂, 破晓, 突变, 变弱, 暂停\nn. 分隔符\n[计] 分隔符; 中断; DOS内部命令:设定扫描中断按键的时机"
century,'sentʃuri,1,"n. 世纪, 百年"
bacon,'beikәn,1,n. 熏猪肉\n[机] 腌肉
laths,lɑ:θs,1,"n. 木板条, 条板( lath的名词复数 )"
loaves,lәjvz,1,长面包
collected,kә'lektid,1,"a. 收集成的, 镇定的"
flurries,ˈflɜ:ri:z,1,n. 疾风( flurry的名词复数 ); 骤雨; 骤然降下的一场雪等; 一阵
fund,fʌnd,1,"n. 基金, 资金, 存款, 财源, 贮藏\nvt. 提供资金, 积累"
fitted,'fitid,1,"a. [表]配备的, 放在合适地位的\n[计] 拟定的"
dough,dәu,1,n. 生面团\n[化] 捏塑体; 生面团
compassion,kәm'pæʃәn,1,"n. 同情, 怜悯"
cromwell,'krɔmwәl,1,n. 克伦威尔（姓氏）
communication,kә.mju:ni'keiʃәn,1,"n. 交流, 交通, 通讯\n[计] 通信"
names,,1,n. 名字；名望（name的复数形式）
kind-,,1,
pilot,'pailәt,1,"n. 飞行员, 领航员, 航船者, 导向器, 驾驶仪, 向导, 领导人\nvt. 领航, 驾驶, 引导, 试用\na. 引导的, 控制的, 试点的\n[计] 引导"
fortnight,'fɒ:tnait,1,n. 两星期
griefs,,1,n. 悲伤（grief的复数形式）
stumps,stʌmps,1,"n. （被砍下的树的）树桩( stump的名词复数 ); 残肢; （板球三柱门的）柱; 残余部分\nv. 僵直地行走, 跺步行走( stump的第三人称单数 ); 把（某人）难住; 使为难; （选举前）在某一地区作政治性巡回演说"
straighten,'streitn,1,"vt. 弄直, 整顿, 清理, 使改正\nvi. 直起来, 改正, 好转"
remembrance,ri'membrәns,1,"n. 回想, 记忆, 纪念品, 记忆力, 问候, 致意"
lapse,læps,1,"n. 过失, 流逝, 失效\nvi. 犯错, 堕落, 减退, 消失, 流逝\nvt. 使失效"
del,,1,
write,rait,1,"vt. 书写, 著述, 写, 写满, 写信给\nvi. 写, 写字, 写信, 写作, 作曲\n[计] 书写器"
whetted,hwetid,1,"v. （在石头上）磨（刀、斧等）( whet的过去式和过去分词 ); 引起, 刺激（食欲、欲望、兴趣等）"
hiring,'haiәriŋ,1,"[法] 租用, 雇用"
weighty,'weiti,1,"a. 重的, 有份量的, 沉重的, 重大的, 严肃的\n[法] 有影响力的, 重要的, 重的"
superintendent,",sju:pәrin'tendәnt",1,"n. 监督人, 主管人, 主日学校校长\n[经] 监督人, 主管人(部门)"
enormous,i'nɒ:mәs,1,"a. 巨大的, 庞大的"
strolling,'strәuliŋ,1,a. 巡回演出的；消闲散步的
chest,tʃest,1,"n. 胸, 胸部, 衣柜, 箱子\n[医] 胸, 胸廓"
illumines,iˈlju:minz,1,"v. 照亮, 照明( illumine的第三人称单数 ); 启发"
portulaca,.pɒ:tju'lækә,1,n. 马齿苋属植物
1674,,1,
temperature,'temprәtʃә,1,"n. 温度, 发烧, 热度\n[化] 温度"
finishes,ˈfiniʃiz,1,"v. 结束, 完成( finish的第三人称单数 )"
prejudices,ˈpredʒudisiz,1,"n. 成见, 偏见, 歧视( prejudice的名词复数 )"
peering,piərɪŋ,1,v. 凝视( peer的现在分词 ); 盯着看; 同等; 比得上
mowing,'mәuiŋ,1,"n. 刈草, 一次收割量, 牧草地"
equable,'ekwәbl,1,"a. 平静的, 变动小的"
autumn,'ɒ:tәm,1,"n. 秋天, 成熟期"
superfluity,",sju:pә'fluiti",1,"n. 多余, 过剩, 多余物, 过剩品, 奢侈"
score,skɒ:,1,"n. 得分, 抓痕, 二十个, 刻痕, 帐目, 乐谱, 起跑线, 终点线, 大量\nvt. 刻划, 划线, 获得, 评价, 把...记下\nvi. 刻痕, 记分, 得分\n[计] 得分"
tapeworm,'teipwә:m,1,n. 绦虫\n[医] 绦虫
ripens,ˈraɪpənz,1,"v. 成熟, 使熟( ripen的第三人称单数 )"
sons,,1,n. 儿子们（son的复数）；子弟
framed,,1,a. 遭到陷害的；有构架的
stomach,'stʌmәk,1,"n. 胃, 食欲, 欲望, 肚子\nvt. 吃下, 忍受"
bay,bei,1,"n. 海湾, 狗吠声, 月桂\nvt. 吠, 使走投无路\nvi. 吠"
earthy,'ә:θi,1,"a. 土的, 土质的, 土味的"
caving,'keiviŋ,1,n. 洞穴探险
pyrrha,,1,
sensible,'sensәbl,1,"a. 有感觉的, 敏感的, 明智的\n[医] 可感觉的"
sheik,,1,"n. 酋长, 王子, 村长, 族长, 教长, 导师, 有威信的丈夫"
stem,stem,1,"n. 茎, 干, 柄, 船首, 血统, 堵塞物\nvt. 摘掉茎, 装柄于, 阻止, 堵住, 逆行\nvi. 堵住, 逆行"
printing,'printiŋ,1,"n. 印刷, 印刷术, 印花\n[计] 打印; 印刷"
safety,'seifti,1,"n. 安全, 保险, 平安, 保安设备\nvt. 保护, 防护"
aiming,'eimiŋ,1,[计] 目标
squirrels,ˈskwirəlz,1,n. 松鼠( squirrel的复数形式 )
windows,'windәjz,1,n. 微软公司生产的“视窗”操作系统
simus,,1,
hypocrisy-,,1,
weakness,'wi:knis,1,"n. 虚弱, 薄弱, 弱点\n[经] 欲振乏力"
shell-fish,,1,
bestows,biˈstəuz,1,"v. 赠给, 授予( bestow的第三人称单数 )"
wildness,'waildnis,1,"n. 野生, 野蛮, 粗暴"
dyspepsia,dis'pepsiә,1,n. 消化不良\n[医] 消化不良
oracular,ɒ:'rækjulә,1,"a. 神谕的, 神谕似的, 谜似的, 玄妙深奥的"
striking,'straikiŋ,1,"a. 醒目的, 惊人的, 打击的, 罢工的\n[法] 罢工的, 罢市的, 罢课的"
dignity,'digniti,1,"n. 尊严, 高贵\n[法] 尊严, 高位, 高贵"
pays,,1,n. 报酬（pay的复数）；（法）国家
prince,prins,1,"n. 王子, 亲王, 国君, 贵族, 诸侯, 有权势的大人物"
vaults,vɔ:lts,1,n. 拱顶( vault的名词复数 ); 地下室; 撑物跳高; 墓穴
denomination,di.nɒmi'neiʃәn,1,"n. 名称, 教派, 面额\n[经] 票面金额, 名称, (度量衡)"
feather-edged,,1,
team,ti:m,1,"n. 队, 组\nvt. 把马(牛)套在同一辆车上, 把...编成一组\nvi. 驾驶卡车, 协作"
shiraz,,1,
adopted,ә'dɒptid,1,"a. 被收养的, 被采用的"
flakes,,1,[化] 鳞片; 片状粉(粉末冶金); 白点; 发裂(钢缺陷); (纤维素塑料)干(片)坯料
dates,,1,"n. 日期；枣子, 大枣；约会（date的复数形式）"
sinecure,'saini.kjuә,1,n. 闲职\n[经] 领干俸的职位
house-lord,,1,
tedium,'ti:diәm,1,"n. 单调乏味, 沉闷"
equipage,'ekwipidʒ,1,"n. 装备\n[经] 装备, 用具, 成套用具"
rubbing,'rʌbiŋ,1,"n. 摩擦, 研磨, 摹拓\n[化] 打磨"
departed,di'pɑ:tid,1,"a. 过去的, 以往的, 死了的"
sentimental,.senti'mentl,1,"a. 感伤的, 感情用事的"
hence,hens,1,"adv. 因此, 从此"
spared,spɛəd,1,v. 抽出( spare的过去式和过去分词 ); 节省; （尤指不会造成不便或损失地）供给; 剩下
faith-,,1,
girdling,'^ә:dliŋ,1,束腰
$8,,1,
snakes,sneiks,1,n. 蛇( snake的名词复数 ); 奸险的人; 卑劣的人; 蛇形浮动汇率制
speedy,'spi:di,1,"a. 快的, 迅速的\n[经] 快的, 迅速的"
lazy,'leizi,1,"a. 懒惰的, 怠惰的, 缓慢的\nvi. 懒散"
strongest,,1,a. 最强壮的（为strong的最高级）
dutch,,1,
hogs,hɔ:gz,1,n. （尤指喂肥供食用的）猪( hog的名词复数 ); （供食用的）阉公猪; 彻底地做某事; <口>自私的或贪婪的人
expeditions,ekspɪ'dɪʃnz,1,n. 迅速( expedition的复数形式 ); 远征; 远征队; （短途的）旅行
reformed,ri'fɒ:md,1,"a. 改革过的, 改革派的"
routes,,1,"n. 线路；路由, 路径"
corrupt,kә'rʌpt,1,"a. 腐败的, 贪污的, 讹误充斥的\nvt. 使腐烂, 腐蚀, 使恶化\nvi. 腐烂, 堕落"
uncles,,1,n. 叔伯
dwelling-houses,,1,(dwelling-house 的复数) 住宅
bent,bent,1,"a. 弯曲的, 决心的\nn. 爱好\nbend的过去式和过去分词"
traps,,1,"n. 随身携带物, 什物, 家具, 行李"
blood,blʌd,1,"n. 血, 血统, 流血, 气质, 生命\nvt. 使出血, 用血涂"
bears,,1,n. 空头（卖空的证券交易投机）；熊（bear的复数）
laying,'leiiŋ,1,"[计] 布置, 敷设\n[化] 敷设; 铺设(管道等)"
calculable,'kælkjulәbl,1,"a. 可计算的, 可信赖的, 可靠的"
surrounded,,1,a. 被…环绕着的
unweariedly,,1,adv. unwearied的变形
described,,1,"v. 描述, 描写（describe的过去式）"
unnaturally,ʌn'nætʃrəlɪ,1,adv. 违反习俗地; 不自然地; 勉强地; 不近人情地
page,peidʒ,1,"n. 页, 记录, 事件, 专栏, 男侍\nvt. 标明...的页数, 翻...的书页, 分页排版, 呼叫, 侍候\nvi. 翻书页, 侍侯\n[计] 页; 页面"
exertions,ɪgˈzɜ:ʃənz,1,n. 努力( exertion的复数形式 ); 费力; （能力、权力等的）运用; 行使
boots,bu:ts,1,n. （英）擦靴的仆役；靴子（boot的复数）
masquerade,.mɑ:skә'reid,1,"n. 化装舞会, 伪装\nvi. 参加化装舞会, 伪装, 假装"
unobserved,'ʌnәb'sә:vd,1,"a. 没有观察到的, 没有受到注意的, 未被遵守的\n[法] 未被遵守的, 未被注意的, 没有观察到的"
joint,dʒɒint,1,"n. 连接处, 接合, 关节\na. 共同的, 联合的, 连接的, 合办的\nvt. 连接, 接合, 使有接头\nvi. 贴合, 长节"
rambler,'ræmblә,1,"n. 漫步者, 蔓生植物"
tempted,'temptid,1,v. 怂恿（某人）干不正当的事; 冒...的险（tempt的过去分词）
cords,,1,n. 灯芯绒裤子
satisfy,'sætisfai,1,"vt. 使满意, 满足, 符合, 使确信, 赔偿\nvi. 令人满意, 替人赎罪"
fodder,'fɒdә,1,"n. 饲料, 草料, 素材, 弹药\nvt. 喂"
kicks,,1,n. 踢球；腿法；冲击力（kick的复数）
nights,naits,1,"n. 每夜, 在任何夜晚"
trod,trɔd,1,tread的过去式和过去分词
borrowing,'bɔrәuiŋ,1,"[经] 借款, 贷款"
tea,ti:,1,"n. 茶, 茶叶\n[医] 茶, 茶剂, 浸剂"
handling,'hændliŋ,1,n. 处理\na. 操作的
meat,mi:t,1,"n. 肉, 餐, 食物\n[经] 肉类"
spins,spinz,1,n. 旋转；暴跌；尖硬纤维（spin的复数）
wine,wain,1,"n. 葡萄酒, 果酒, 暗红色\nv. (请)喝酒"
sal-soda,,1,
museum,mju:'ziәm,1,n. 博物馆
bridged,bridʒd,1,v. 在…建桥( bridge的过去式和过去分词 )
mechanics,mi'kæniks,1,"n. 机械学, 结构, 力学\n[化] 力学"
cats,,1,abbr. 高级电视研究中心（Centre for Advanced Television Studies）；计算机自动测试系统（Computer Automated Test System）；通信和跟踪系统（Communications and Tracking System）；综合分析试验系统（Comprehensive Analytical Test System）
filth,filθ,1,"n. 污秽, 不洁, 猥亵\n[法] 污秽, 污物, 淫猥"
fences,fensiz,1,n. 栅栏( fence的名词复数 ); （障碍赛马中的）障碍物; 买卖赃物者; 击剑（术）\nv. 围以栅栏( fence的第三人称单数 ); 搪塞; 支吾; 回避
emperor,'empәrә,1,"n. 皇帝, 君主"
sandwich,'sændwitʃ,1,"n. 三明治, 夹心面包, 夹层板\nvt. 插入, 夹入, 把...制成三明治"
studious,'stju:djәs,1,"a. 爱好学问的, 用功的, 勤学的, 故意的"
evils,ˈi:vəlz,1,"n. 邪恶, 罪恶, 祸害( evil的复数形式 )"
undertook,.ʌndә'tuk,1,undertake的过去式
permanently,'p\\\\:mәntli,1,"adv. 永久, 不变, 持久\n[计] 永久性的"
enormity,i'nɒ:miti,1,"n. 暴行, 极恶, 巨大\n[法] 重罪, 大罪, 暴行"
separately,'sepәrәtli,1,"adv. [表]分开, 不相连, 分隔, 分离, 不同, 单独, 独立, 各自, 各别, 脱离肉体, 灵魂\n[计] 分离地"
immigrant,'imigrәnt,1,"n. 移民\na. 移入的, 移民的"
hardier,ˈhɑ:diə,1,"a. 能吃苦耐劳的, 坚强的( hardy的比较级 ); （植物等）耐寒的"
neatly,'ni:tli,1,"adv. 整洁地, 干净地, 匀称地"
dwell,dwel,1,"vi. 居住, 居住(于), 存在(于)"
outweigh,.aut'wei,1,"vt. 比...重, 比...重要, 比...有价值"
underlie,.ʌndә'lai,1,"vt. 位于...之下, 成为...的基础"
jersey,'dʒә:zi,1,n. 运动衫
undertaking,.ʌndә'teikiŋ,1,"n. 事业, 企业, 保证\n[经] 企业, 事业, 承担"
weather-,,1,
emphasis,'emfәsis,1,"n. 强调, 加强, 重点, 强语气"
treat,tri:t,1,"n. 宴请, 款待\nvt. 视为, 对待, 论述, 治疗, 款待\nvi. 讨论, 谈判, 作东"
abundance,ә'bʌndәns,1,"n. 丰富, 充足, 大量\n[经] 丰富, 充裕"
